id,salary,salary_bracket,age,age_bracket,education,education_level,car_brand,car_brandname,region,US_region,credit_score,computer_brand,computer_brandname
2211,50811,"Below Minimum",22,"Young Adult",0,"Less than High School",18,Subaru,8,Pacific,215390,0,Acer
2212,26072,"Below Minimum",73,"Old Age",2,"Less than College",4,Chevrolet,5,"East South Central",21958,1,Sony
2213,34196,"Below Minimum",72,"Old Age",2,"Less than College",19,Toyota,4,"South Atlantic",244627,0,Acer
2214,101902,High,66,"Old Age",3,College,12,Lincoln,5,"East South Central",345661,1,Sony
2215,77525,Minimum,30,"Middle Age",4,Postgraduate,5,Chrysler,4,"South Atlantic",266418,0,Acer
2216,76274,Minimum,47,"Old Age",0,"Less than High School",19,Toyota,8,Pacific,379634,0,Acer
2217,34955,"Below Minimum",73,"Old Age",4,Postgraduate,7,Ford,1,Mid-Atlantic,75091,0,Acer
2218,121008,High,70,"Old Age",3,College,12,Lincoln,4,"South Atlantic",497888,1,Sony
2219,92892,Middle,28,"Young Adult",0,"Less than High School",14,"Mercedes Benz",3,"West North Central",320389,0,Acer
2220,71601,Minimum,43,"Middle Age",2,"Less than College",12,Lincoln,2,"East North Central",101258,1,Sony
2221,63831,"Below Minimum",35,"Middle Age",3,College,9,Hyundai,5,"East South Central",353392,0,Acer
2222,127280,High,31,"Middle Age",3,College,8,Honda,4,"South Atlantic",403783,1,Sony
2223,117535,High,74,"Old Age",2,"Less than College",2,Buick,1,Mid-Atlantic,320684,1,Sony
2224,137088,High,23,"Young Adult",0,"Less than High School",5,Chrysler,1,Mid-Atlantic,207122,1,Sony
2225,34609,"Below Minimum",74,"Old Age",1,"High School",11,Kia,4,"South Atlantic",287186,0,Acer
2226,73073,Minimum,76,"Old Age",2,"Less than College",16,Nissan,8,Pacific,472995,0,Acer
2227,98596,Middle,63,"Old Age",4,Postgraduate,6,Dodge,6,"West South Central",425177,1,Sony
2228,51037,"Below Minimum",43,"Middle Age",3,College,13,Mazda,0,"New England",1960,1,Sony
2229,129740,High,20,"Young Adult",1,"High School",18,Subaru,4,"South Atlantic",76000,1,Sony
2230,82331,Middle,36,"Middle Age",3,College,1,BMW,8,Pacific,317882,0,Acer
2231,83572,Middle,59,"Old Age",4,Postgraduate,14,"Mercedes Benz",6,"West South Central",161988,1,Sony
2232,124026,High,41,"Middle Age",4,Postgraduate,2,Buick,6,"West South Central",342565,1,Sony
2233,57705,"Below Minimum",62,"Old Age",1,"High School",15,Mitsubishi,7,Mountain,226539,0,Acer
2234,53190,"Below Minimum",74,"Old Age",4,Postgraduate,13,Mazda,4,"South Atlantic",385117,0,Acer
2235,33517,"Below Minimum",23,"Young Adult",1,"High School",16,Nissan,6,"West South Central",147730,1,Sony
2236,70166,Minimum,27,"Young Adult",1,"High School",8,Honda,8,Pacific,20933,0,Acer
2237,91918,Middle,78,"Old Age",0,"Less than High School",10,Jeep,8,Pacific,0,1,Sony
2238,96280,Middle,76,"Old Age",0,"Less than High School",2,Buick,5,"East South Central",25155,1,Sony
2239,30487,"Below Minimum",75,"Old Age",4,Postgraduate,6,Dodge,3,"West North Central",145879,1,Sony
2240,108832,High,48,"Old Age",2,"Less than College",3,Cadillac,6,"West South Central",219088,0,Acer
2241,55426,"Below Minimum",64,"Old Age",0,"Less than High School",3,Cadillac,1,Mid-Atlantic,172112,0,Acer
2242,113167,High,56,"Old Age",4,Postgraduate,15,Mitsubishi,7,Mountain,58475,0,Acer
2243,65205,Minimum,38,"Middle Age",0,"Less than High School",14,"Mercedes Benz",8,Pacific,387803,0,Acer
2244,149272,High,53,"Old Age",1,"High School",14,"Mercedes Benz",1,Mid-Atlantic,189029,1,Sony
2245,130810,High,30,"Middle Age",3,College,8,Honda,7,Mountain,252242,1,Sony
2246,103053,High,42,"Middle Age",4,Postgraduate,4,Chevrolet,0,"New England",277043,0,Acer
2247,150000,High,34,"Middle Age",0,"Less than High School",2,Buick,7,Mountain,204583,1,Sony
2248,134909,High,31,"Middle Age",0,"Less than High School",14,"Mercedes Benz",6,"West South Central",40409,1,Sony
2249,58374,"Below Minimum",45,"Middle Age",2,"Less than College",10,Jeep,8,Pacific,145284,1,Sony
2250,78778,Minimum,51,"Old Age",1,"High School",10,Jeep,2,"East North Central",277810,0,Acer
2251,131554,High,61,"Old Age",4,Postgraduate,20,Others,0,"New England",500000,1,Sony
2252,20000,"Below Minimum",41,"Middle Age",4,Postgraduate,18,Subaru,6,"West South Central",386949,1,Sony
2253,63224,"Below Minimum",65,"Old Age",0,"Less than High School",19,Toyota,7,Mountain,165916,0,Acer
2254,79425,Minimum,63,"Old Age",2,"Less than College",3,Cadillac,0,"New England",449901,1,Sony
2255,112273,High,73,"Old Age",4,Postgraduate,6,Dodge,5,"East South Central",61666,1,Sony
2256,138049,High,63,"Old Age",4,Postgraduate,18,Subaru,0,"New England",344308,1,Sony
2257,137177,High,61,"Old Age",1,"High School",20,Others,6,"West South Central",55423,1,Sony
2258,137021,High,58,"Old Age",4,Postgraduate,16,Nissan,7,Mountain,367764,1,Sony
2259,32847,"Below Minimum",40,"Middle Age",3,College,19,Toyota,0,"New England",326362,1,Sony
2260,142387,High,33,"Middle Age",2,"Less than College",1,BMW,2,"East North Central",486530,1,Sony
2261,111853,High,62,"Old Age",3,College,16,Nissan,0,"New England",133813,1,Sony
2262,123029,High,25,"Young Adult",4,Postgraduate,12,Lincoln,4,"South Atlantic",370699,1,Sony
2263,110601,High,41,"Middle Age",2,"Less than College",18,Subaru,0,"New England",123783,0,Acer
2264,30866,"Below Minimum",61,"Old Age",0,"Less than High School",12,Lincoln,0,"New England",364601,0,Acer
2265,67212,Minimum,20,"Young Adult",4,Postgraduate,12,Lincoln,3,"West North Central",34339,0,Acer
2266,117723,High,59,"Old Age",4,Postgraduate,1,BMW,7,Mountain,102628,0,Acer
2267,60527,"Below Minimum",61,"Old Age",4,Postgraduate,2,Buick,2,"East North Central",494599,0,Acer
2268,54597,"Below Minimum",46,"Old Age",2,"Less than College",10,Jeep,3,"West North Central",432411,1,Sony
2269,58432,"Below Minimum",22,"Young Adult",3,College,19,Toyota,4,"South Atlantic",468050,0,Acer
2270,41196,"Below Minimum",26,"Young Adult",4,Postgraduate,11,Kia,4,"South Atlantic",180585,1,Sony
2271,97230,Middle,30,"Middle Age",4,Postgraduate,2,Buick,1,Mid-Atlantic,251575,0,Acer
2272,134322,High,52,"Old Age",4,Postgraduate,19,Toyota,5,"East South Central",500000,1,Sony
2273,130741,High,35,"Middle Age",2,"Less than College",20,Others,8,Pacific,14073,1,Sony
2274,46276,"Below Minimum",44,"Middle Age",1,"High School",12,Lincoln,3,"West North Central",248504,1,Sony
2275,42682,"Below Minimum",66,"Old Age",3,College,13,Mazda,0,"New England",30045,0,Acer
2276,119265,High,59,"Old Age",2,"Less than College",15,Mitsubishi,5,"East South Central",284838,1,Sony
2277,74615,Minimum,55,"Old Age",2,"Less than College",1,BMW,8,Pacific,194724,0,Acer
2278,100497,High,60,"Old Age",4,Postgraduate,3,Cadillac,7,Mountain,160415,1,Sony
2279,61279,"Below Minimum",38,"Middle Age",0,"Less than High School",18,Subaru,7,Mountain,208312,0,Acer
2280,43133,"Below Minimum",74,"Old Age",1,"High School",16,Nissan,4,"South Atlantic",498660,0,Acer
2281,85010,Middle,60,"Old Age",0,"Less than High School",1,BMW,8,Pacific,411454,0,Acer
2282,101608,High,74,"Old Age",0,"Less than High School",4,Chevrolet,3,"West North Central",23571,1,Sony
2283,105023,High,66,"Old Age",3,College,17,Ram,7,Mountain,179428,1,Sony
2284,143316,High,45,"Middle Age",0,"Less than High School",2,Buick,3,"West North Central",319099,1,Sony
2285,70673,Minimum,62,"Old Age",4,Postgraduate,19,Toyota,6,"West South Central",432662,0,Acer
2286,48323,"Below Minimum",31,"Middle Age",2,"Less than College",17,Ram,5,"East South Central",471569,0,Acer
2287,45749,"Below Minimum",41,"Middle Age",1,"High School",16,Nissan,2,"East North Central",27241,1,Sony
2288,123706,High,41,"Middle Age",3,College,5,Chrysler,2,"East North Central",132346,0,Acer
2289,139183,High,67,"Old Age",2,"Less than College",16,Nissan,5,"East South Central",86553,1,Sony
2290,21643,"Below Minimum",57,"Old Age",1,"High School",14,"Mercedes Benz",4,"South Atlantic",114391,1,Sony
2291,36670,"Below Minimum",45,"Middle Age",2,"Less than College",3,Cadillac,0,"New England",435011,1,Sony
2292,98860,Middle,25,"Young Adult",2,"Less than College",3,Cadillac,2,"East North Central",275507,0,Acer
2293,26578,"Below Minimum",57,"Old Age",4,Postgraduate,16,Nissan,4,"South Atlantic",100431,1,Sony
2294,111916,High,53,"Old Age",0,"Less than High School",16,Nissan,8,Pacific,472095,0,Acer
2295,50947,"Below Minimum",65,"Old Age",0,"Less than High School",18,Subaru,5,"East South Central",54047,0,Acer
2296,89113,Middle,46,"Old Age",2,"Less than College",2,Buick,4,"South Atlantic",309628,0,Acer
2297,24116,"Below Minimum",48,"Old Age",4,Postgraduate,18,Subaru,8,Pacific,113933,1,Sony
2298,84134,Middle,74,"Old Age",3,College,12,Lincoln,4,"South Atlantic",425463,1,Sony
2299,80363,Middle,33,"Middle Age",1,"High School",13,Mazda,1,Mid-Atlantic,440461,0,Acer
2300,129459,High,63,"Old Age",1,"High School",7,Ford,4,"South Atlantic",91341,1,Sony
2301,47923,"Below Minimum",66,"Old Age",1,"High School",6,Dodge,3,"West North Central",497538,0,Acer
2302,40052,"Below Minimum",35,"Middle Age",3,College,12,Lincoln,1,Mid-Atlantic,13150,1,Sony
2303,81219,Middle,23,"Young Adult",4,Postgraduate,12,Lincoln,0,"New England",493627,0,Acer
2304,81246,Middle,80,"Old Age",2,"Less than College",8,Honda,2,"East North Central",420636,1,Sony
2305,53077,"Below Minimum",47,"Old Age",1,"High School",14,"Mercedes Benz",7,Mountain,268314,1,Sony
2306,40333,"Below Minimum",59,"Old Age",4,Postgraduate,12,Lincoln,8,Pacific,393786,1,Sony
2307,20364,"Below Minimum",69,"Old Age",3,College,4,Chevrolet,4,"South Atlantic",18608,0,Acer
2308,58387,"Below Minimum",37,"Middle Age",1,"High School",10,Jeep,3,"West North Central",473731,1,Sony
2309,69564,Minimum,67,"Old Age",0,"Less than High School",5,Chrysler,0,"New England",341193,0,Acer
2310,25464,"Below Minimum",60,"Old Age",3,College,10,Jeep,6,"West South Central",405132,1,Sony
2311,39114,"Below Minimum",40,"Middle Age",2,"Less than College",16,Nissan,7,Mountain,214310,1,Sony
2312,30320,"Below Minimum",79,"Old Age",4,Postgraduate,6,Dodge,5,"East South Central",224248,0,Acer
2313,71930,Minimum,75,"Old Age",2,"Less than College",1,BMW,1,Mid-Atlantic,468277,0,Acer
2314,98943,Middle,20,"Young Adult",1,"High School",4,Chevrolet,7,Mountain,47516,1,Sony
2315,94582,Middle,77,"Old Age",1,"High School",9,Hyundai,4,"South Atlantic",287057,1,Sony
2316,111934,High,75,"Old Age",3,College,2,Buick,4,"South Atlantic",289658,1,Sony
2317,146160,High,62,"Old Age",3,College,5,Chrysler,2,"East North Central",396887,1,Sony
2318,91850,Middle,76,"Old Age",0,"Less than High School",1,BMW,3,"West North Central",494372,1,Sony
2319,83658,Middle,76,"Old Age",1,"High School",7,Ford,8,Pacific,93488,1,Sony
2320,113838,High,55,"Old Age",2,"Less than College",9,Hyundai,2,"East North Central",182277,0,Acer
2321,143519,High,34,"Middle Age",4,Postgraduate,17,Ram,6,"West South Central",187918,1,Sony
2322,35721,"Below Minimum",62,"Old Age",0,"Less than High School",9,Hyundai,2,"East North Central",126086,0,Acer
2323,123843,High,70,"Old Age",1,"High School",10,Jeep,8,Pacific,142358,1,Sony
2324,90427,Middle,69,"Old Age",1,"High School",14,"Mercedes Benz",8,Pacific,282209,1,Sony
2325,125903,High,66,"Old Age",2,"Less than College",1,BMW,2,"East North Central",423684,1,Sony
2326,47054,"Below Minimum",36,"Middle Age",4,Postgraduate,8,Honda,4,"South Atlantic",172393,1,Sony
2327,61381,"Below Minimum",75,"Old Age",4,Postgraduate,15,Mitsubishi,0,"New England",390426,0,Acer
2328,64799,Minimum,20,"Young Adult",1,"High School",2,Buick,3,"West North Central",369909,0,Acer
2329,115375,High,53,"Old Age",3,College,18,Subaru,8,Pacific,278182,0,Acer
2330,109492,High,25,"Young Adult",1,"High School",15,Mitsubishi,8,Pacific,245076,1,Sony
2331,72702,Minimum,27,"Young Adult",2,"Less than College",10,Jeep,1,Mid-Atlantic,79768,0,Acer
2332,96532,Middle,63,"Old Age",0,"Less than High School",9,Hyundai,3,"West North Central",293550,1,Sony
2333,67817,Minimum,42,"Middle Age",0,"Less than High School",5,Chrysler,2,"East North Central",272888,1,Sony
2334,137827,High,48,"Old Age",2,"Less than College",5,Chrysler,5,"East South Central",420642,1,Sony
2335,138871,High,50,"Old Age",4,Postgraduate,13,Mazda,0,"New England",28625,1,Sony
2336,129163,High,40,"Middle Age",2,"Less than College",15,Mitsubishi,1,Mid-Atlantic,394594,1,Sony
2337,74566,Minimum,52,"Old Age",3,College,4,Chevrolet,2,"East North Central",498333,0,Acer
2338,81528,Middle,59,"Old Age",4,Postgraduate,17,Ram,7,Mountain,275678,0,Acer
2339,80215,Middle,71,"Old Age",3,College,6,Dodge,1,Mid-Atlantic,165102,1,Sony
2340,75237,Minimum,26,"Young Adult",1,"High School",5,Chrysler,7,Mountain,317787,0,Acer
2341,81534,Middle,57,"Old Age",4,Postgraduate,7,Ford,0,"New England",311186,0,Acer
2342,96467,Middle,54,"Old Age",1,"High School",1,BMW,0,"New England",13908,0,Acer
2343,129994,High,44,"Middle Age",4,Postgraduate,5,Chrysler,8,Pacific,209506,1,Sony
2344,125869,High,43,"Middle Age",1,"High School",7,Ford,6,"West South Central",59757,0,Acer
2345,118150,High,68,"Old Age",4,Postgraduate,4,Chevrolet,2,"East North Central",223150,1,Sony
2346,108154,High,78,"Old Age",2,"Less than College",7,Ford,3,"West North Central",443346,1,Sony
2347,36439,"Below Minimum",40,"Middle Age",2,"Less than College",19,Toyota,8,Pacific,394440,1,Sony
2348,55767,"Below Minimum",60,"Old Age",1,"High School",3,Cadillac,4,"South Atlantic",301576,0,Acer
2349,34137,"Below Minimum",61,"Old Age",0,"Less than High School",9,Hyundai,3,"West North Central",314478,0,Acer
2350,48186,"Below Minimum",52,"Old Age",3,College,10,Jeep,7,Mountain,180056,1,Sony
2351,41016,"Below Minimum",66,"Old Age",1,"High School",15,Mitsubishi,4,"South Atlantic",150558,0,Acer
2352,75907,Minimum,51,"Old Age",0,"Less than High School",18,Subaru,7,Mountain,379316,1,Sony
2353,20241,"Below Minimum",31,"Middle Age",4,Postgraduate,7,Ford,3,"West North Central",17052,1,Sony
2354,68336,Minimum,75,"Old Age",1,"High School",18,Subaru,3,"West North Central",41107,0,Acer
2355,63032,"Below Minimum",20,"Young Adult",4,Postgraduate,10,Jeep,7,Mountain,0,0,Acer
2356,58695,"Below Minimum",71,"Old Age",4,Postgraduate,15,Mitsubishi,4,"South Atlantic",127435,0,Acer
2357,129666,High,53,"Old Age",0,"Less than High School",10,Jeep,8,Pacific,424170,1,Sony
2358,141808,High,65,"Old Age",2,"Less than College",16,Nissan,2,"East North Central",146045,1,Sony
2359,79612,Minimum,21,"Young Adult",2,"Less than College",13,Mazda,6,"West South Central",233276,0,Acer
2360,53874,"Below Minimum",61,"Old Age",3,College,8,Honda,4,"South Atlantic",441657,0,Acer
2361,90262,Middle,61,"Old Age",3,College,7,Ford,6,"West South Central",105117,1,Sony
2362,121476,High,46,"Old Age",0,"Less than High School",11,Kia,3,"West North Central",412228,0,Acer
2363,86185,Middle,60,"Old Age",4,Postgraduate,19,Toyota,0,"New England",193452,1,Sony
2364,128722,High,26,"Young Adult",4,Postgraduate,5,Chrysler,5,"East South Central",188018,1,Sony
2365,61056,"Below Minimum",24,"Young Adult",1,"High School",13,Mazda,2,"East North Central",39438,0,Acer
2366,99813,Middle,64,"Old Age",4,Postgraduate,11,Kia,0,"New England",187379,1,Sony
2367,116927,High,33,"Middle Age",4,Postgraduate,10,Jeep,3,"West North Central",201694,1,Sony
2368,82548,Middle,35,"Middle Age",4,Postgraduate,20,Others,7,Mountain,260533,0,Acer
2369,133293,High,55,"Old Age",0,"Less than High School",3,Cadillac,7,Mountain,418769,1,Sony
2370,96851,Middle,40,"Middle Age",4,Postgraduate,1,BMW,2,"East North Central",23225,0,Acer
2371,58741,"Below Minimum",35,"Middle Age",3,College,7,Ford,2,"East North Central",161690,0,Acer
2372,26668,"Below Minimum",44,"Middle Age",4,Postgraduate,1,BMW,8,Pacific,407396,1,Sony
2373,88237,Middle,28,"Young Adult",1,"High School",20,Others,8,Pacific,313284,0,Acer
2374,137408,High,27,"Young Adult",4,Postgraduate,5,Chrysler,4,"South Atlantic",284313,1,Sony
2375,45097,"Below Minimum",66,"Old Age",3,College,10,Jeep,3,"West North Central",435813,0,Acer
2376,56611,"Below Minimum",74,"Old Age",0,"Less than High School",16,Nissan,2,"East North Central",241163,0,Acer
2377,34851,"Below Minimum",31,"Middle Age",3,College,3,Cadillac,8,Pacific,163309,1,Sony
2378,49912,"Below Minimum",41,"Middle Age",0,"Less than High School",14,"Mercedes Benz",5,"East South Central",290090,1,Sony
2379,134822,High,60,"Old Age",4,Postgraduate,20,Others,5,"East South Central",169744,1,Sony
2380,132112,High,28,"Young Adult",2,"Less than College",11,Kia,3,"West North Central",453981,1,Sony
2381,116944,High,59,"Old Age",2,"Less than College",15,Mitsubishi,5,"East South Central",7537,0,Acer
2382,131874,High,55,"Old Age",0,"Less than High School",3,Cadillac,5,"East South Central",0,1,Sony
2383,118430,High,78,"Old Age",1,"High School",4,Chevrolet,7,Mountain,194012,1,Sony
2384,141186,High,29,"Young Adult",3,College,15,Mitsubishi,4,"South Atlantic",430117,1,Sony
2385,103694,High,35,"Middle Age",2,"Less than College",6,Dodge,4,"South Atlantic",226532,1,Sony
2386,27963,"Below Minimum",43,"Middle Age",3,College,14,"Mercedes Benz",8,Pacific,343337,1,Sony
2387,136146,High,79,"Old Age",2,"Less than College",5,Chrysler,5,"East South Central",459901,1,Sony
2388,150000,High,49,"Old Age",1,"High School",14,"Mercedes Benz",1,Mid-Atlantic,209077,1,Sony
2389,113828,High,37,"Middle Age",3,College,17,Ram,4,"South Atlantic",136679,1,Sony
2390,85196,Middle,69,"Old Age",1,"High School",13,Mazda,3,"West North Central",184849,1,Sony
2391,54194,"Below Minimum",79,"Old Age",0,"Less than High School",2,Buick,2,"East North Central",146572,0,Acer
2392,53474,"Below Minimum",43,"Middle Age",4,Postgraduate,5,Chrysler,2,"East North Central",272485,1,Sony
2393,142471,High,30,"Middle Age",2,"Less than College",7,Ford,2,"East North Central",411247,1,Sony
2394,62313,"Below Minimum",55,"Old Age",3,College,5,Chrysler,8,Pacific,500000,1,Sony
2395,98838,Middle,41,"Middle Age",3,College,3,Cadillac,2,"East North Central",123002,0,Acer
2396,44260,"Below Minimum",54,"Old Age",0,"Less than High School",13,Mazda,8,Pacific,284282,1,Sony
2397,131095,High,31,"Middle Age",2,"Less than College",12,Lincoln,2,"East North Central",296794,1,Sony
2398,72240,Minimum,66,"Old Age",3,College,7,Ford,6,"West South Central",11547,1,Sony
2399,38572,"Below Minimum",28,"Young Adult",1,"High School",14,"Mercedes Benz",3,"West North Central",311902,1,Sony
2400,77619,Minimum,28,"Young Adult",2,"Less than College",12,Lincoln,3,"West North Central",181959,0,Acer
2401,78299,Minimum,67,"Old Age",2,"Less than College",12,Lincoln,5,"East South Central",0,1,Sony
2402,112413,High,31,"Middle Age",0,"Less than High School",12,Lincoln,8,Pacific,115267,1,Sony
2403,35307,"Below Minimum",26,"Young Adult",3,College,18,Subaru,0,"New England",454122,1,Sony
2404,118126,High,53,"Old Age",2,"Less than College",8,Honda,2,"East North Central",307026,0,Acer
2405,43284,"Below Minimum",69,"Old Age",2,"Less than College",3,Cadillac,0,"New England",343215,0,Acer
2406,41086,"Below Minimum",41,"Middle Age",2,"Less than College",14,"Mercedes Benz",1,Mid-Atlantic,391724,1,Sony
2407,77310,Minimum,63,"Old Age",3,College,4,Chevrolet,6,"West South Central",488534,0,Acer
2408,125770,High,20,"Young Adult",0,"Less than High School",15,Mitsubishi,8,Pacific,31811,1,Sony
2409,39137,"Below Minimum",35,"Middle Age",4,Postgraduate,3,Cadillac,6,"West South Central",121827,1,Sony
2410,30873,"Below Minimum",50,"Old Age",2,"Less than College",1,BMW,6,"West South Central",395167,1,Sony
2411,65011,Minimum,22,"Young Adult",4,Postgraduate,20,Others,6,"West South Central",413193,0,Acer
